Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units,pChEMBL Value,R_squared,Hill_slope,IC50_CI_lower_uM,IC50_CI_upper_uM,Max_Response_Pct,Comment,Molecular Weight,AlogP,#RO5 Violations,Target Name
CHEMBL5441737,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)NCC2,'=',967.0,nM,6.01,0.989,1.168,0.825,1.134,100.0,,371.47,2.6,0,Replicase polyprotein 1ab
CHEMBL5441411,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)NCC4)C(C)C)ncnc2[nH]1,'=',197.0,nM,6.71,0.998,1.253,0.186,0.21,100.0,,442.55,2.35,0,Replicase polyprotein 1ab
CHEMBL5441436,CNC(=O)c1c[nH]c2ncnc(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,'=',120.0,nM,6.92,0.997,1.131,0.112,0.13,100.0,,427.53,2.85,0,Replicase polyprotein 1ab
CHEMBL5442161,CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)ncnc2[nH]1,'=',1340.0,nM,5.87,0.894,1.238,0.813,2.21,100.0,,394.44,2.46,0,Replicase polyprotein 1ab
CHEMBL5441471,CC(C)(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,'=',1059.0,nM,5.97,0.993,1.264,0.934,1.202,100.0,,338.41,3.93,0,Replicase polyprotein 1ab
CHEMBL5441606,CC(C)[C@@H](Nc1ccc(NC(=O)NC2CC2)cc1)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,381.48,4.55,0,Replicase polyprotein 1ab
CHEMBL5441492,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(NC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,'=',5848.0,nM,5.23,0.939,0.893,3.983,8.588,100.0,,458.52,4.7,0,Replicase polyprotein 1ab
CHEMBL5442036,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)NC(=O)CO2,'=',302.0,nM,6.52,0.981,1.171,0.247,0.369,100.0,,461.49,1.84,0,Replicase polyprotein 1ab
CHEMBL5441849,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2nn[nH]c2c1,'=',4099.0,nM,5.39,0.991,1.234,3.535,4.754,100.0,,307.36,3.04,0,Replicase polyprotein 1ab
CHEMBL5441839,CC(C)[C@@H](Nc1cc(C(N)=O)ccn1)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.563,0.681,,,100.0,Falls Outside The Dose Series,373.48,2.71,0,Replicase polyprotein 1ab
CHEMBL5441474,CCn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1C#N,'=',857.0,nM,6.07,0.987,1.169,0.722,1.017,100.0,,443.51,4.29,0,Replicase polyprotein 1ab
CHEMBL5441474,CCn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1C#N,'=',800.0,nM,6.1,0.991,1.053,0.69,0.926,100.0,,443.51,4.29,0,Replicase polyprotein 1ab
CHEMBL5441520,Cc1c(C#N)cncc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',19155.0,nM,4.72,0.839,0.605,10.1,36.35,100.0,,440.51,4.78,0,Replicase polyprotein 1ab
CHEMBL5441643,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3[nH]ncc3C3CC3)cc12)c1ccc2c(c1)OCCO2,'=',16109.0,nM,4.79,0.907,0.667,10.36,25.04,100.0,,430.51,4.81,0,Replicase polyprotein 1ab
CHEMBL5441876,c1nc(NCc2ccc3c(c2)OCCO3)c2cc[nH]c2n1,'=',80286.0,nM,4.09,0.965,1.251,69.51,92.73,100.0,,282.3,2.34,0,Replicase polyprotein 1ab
CHEMBL5441848,CC(C)[C@@H](NC(=O)c1cnn(-c2ccccc2)n1)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,378.43,3.17,0,Replicase polyprotein 1ab
CHEMBL5441914,COc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1,'=',6357.0,nM,5.2,0.996,1.083,5.783,6.988,100.0,,296.37,3.78,0,Replicase polyprotein 1ab
CHEMBL5441914,COc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1,'=',8208.0,nM,5.09,0.989,1.255,7.106,9.48,100.0,,296.37,3.78,0,Replicase polyprotein 1ab
CHEMBL5441491,Cn1c(C(=O)O)c(NC(=O)c2ccc(NC(=O)NC3CC3)cc2)c2cccnc21,'>',99500.0,nM,,0.874,1.67,,,100.0,Falls Outside The Dose Series,393.4,2.81,0,Replicase polyprotein 1ab
CHEMBL5441937,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(O)c1,'=',8763.0,nM,5.06,0.993,1.273,7.789,9.86,100.0,,383.4,2.62,0,Replicase polyprotein 1ab
CHEMBL5441828,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CC2)c2cn[nH]c2n1,'=',19859.0,nM,4.7,0.986,1.212,17.32,22.77,100.0,,323.36,2.69,0,Replicase polyprotein 1ab
CHEMBL5441586,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCC2=NO[C@@H]3COC[C@H]23)cc1,'=',7291.0,nM,5.14,0.993,1.195,6.432,8.264,100.0,,450.46,1.72,0,Replicase polyprotein 1ab
CHEMBL5442079,O=C(Nc1ccc2c(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cnn2c1)NC1CC1,'=',63771.0,nM,4.2,0.88,1.318,47.12,86.31,100.0,,419.44,2.35,0,Replicase polyprotein 1ab
CHEMBL5441628,O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)sc3ccncc23)cc1)NC1CC1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,396.43,3.53,0,Replicase polyprotein 1ab
CHEMBL5441973,Cc1nnc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3ncnc4[nH]ccc34)cc2)o1,'=',12220.0,nM,4.91,0.773,1.457,6.088,24.53,100.0,,407.39,2.34,0,Replicase polyprotein 1ab
CHEMBL5441973,Cc1nnc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3ncnc4[nH]ccc34)cc2)o1,'=',10103.0,nM,5.0,0.986,1.093,8.516,11.98,100.0,,407.39,2.34,0,Replicase polyprotein 1ab
CHEMBL5442090,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCS(=O)(=O)C1,'>',99500.0,nM,,0.632,0.836,,,100.0,Falls Outside The Dose Series,280.35,1.19,0,Replicase polyprotein 1ab
CHEMBL5442053,COc1ccc([C@@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,'=',57461.0,nM,4.24,0.781,1.087,34.21,96.52,100.0,,397.43,2.92,0,Replicase polyprotein 1ab
CHEMBL5441416,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,'=',522.0,nM,6.28,0.986,1.249,0.438,0.622,100.0,,429.48,3.81,0,Replicase polyprotein 1ab
CHEMBL5441804,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]c3cc(F)ccc3c12)c1ccc(Br)cc1,'=',1005.0,nM,6.0,0.989,1.248,0.857,1.179,100.0,,457.26,3.96,0,Replicase polyprotein 1ab
CHEMBL5442012,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccncc1,'>',12440.0,nM,,0.721,0.985,,,100.0,Falls Outside The Dose Series,267.34,3.16,0,Replicase polyprotein 1ab
CHEMBL5442035,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)N(C)CCO2,'=',31700.0,nM,4.5,0.975,1.036,26.64,37.72,100.0,,337.43,3.6,0,Replicase polyprotein 1ab
CHEMBL5441464,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCC(=O)N2,'=',27170.0,nM,4.57,0.984,1.187,23.7,31.15,100.0,,337.38,3.1,0,Replicase polyprotein 1ab
CHEMBL5441480,O=C(O)[C@@H](CC1CCCCC1)Nc1ncnc2[nH]ccc12,'=',71425.0,nM,4.15,0.948,1.237,59.5,85.74,100.0,,288.35,2.79,0,Replicase polyprotein 1ab
CHEMBL5441648,Cc1nnc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)o1,'=',25299.0,nM,4.6,0.934,1.698,19.62,32.62,100.0,,394.39,2.56,0,Replicase polyprotein 1ab
CHEMBL5441920,Cc1nnc(Nc2ccc(C(=O)N[C@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)o1,'>',99500.0,nM,,0.489,1.076,,,100.0,Falls Outside The Dose Series,394.39,2.56,0,Replicase polyprotein 1ab
CHEMBL5442127,CCC[C@H](Nc1ncnc2[nH]ccc12)C(=O)O,'>',99500.0,nM,,0.82,1.144,,,100.0,Falls Outside The Dose Series,234.26,1.62,0,Replicase polyprotein 1ab
CHEMBL5441479,CC(C)[C@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',743.0,nM,6.13,0.996,1.319,0.672,0.822,100.0,,371.47,2.88,0,Replicase polyprotein 1ab
CHEMBL5441823,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,'=',203.0,nM,6.69,0.982,1.279,0.167,0.247,100.0,,460.5,2.45,0,Replicase polyprotein 1ab
CHEMBL5441604,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)CCCS2(=O)=O,'=',3007.0,nM,5.52,0.99,1.442,2.611,3.464,100.0,,370.48,3.49,0,Replicase polyprotein 1ab
CHEMBL5441537,O=C(O)[C@@H](CC1CC1)Nc1ncnc2[nH]ccc12,'>',99500.0,nM,,0.891,1.134,,,100.0,Falls Outside The Dose Series,246.27,1.62,0,Replicase polyprotein 1ab
CHEMBL5441535,O=C(O)[C@@H]1C[C@H](F)CN1c1ncnc2[nH]ccc12,'>',99500.0,nM,,0.732,1.22,,,100.0,Falls Outside The Dose Series,250.23,0.96,0,Replicase polyprotein 1ab
CHEMBL5441462,CC(C)C[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,'>',99500.0,nM,,0.905,1.69,,,100.0,Falls Outside The Dose Series,248.29,1.87,0,Replicase polyprotein 1ab
CHEMBL5441401,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,'=',22.0,nM,7.66,0.997,1.658,0.021,0.023,100.0,,479.61,4.47,0,Replicase polyprotein 1ab
CHEMBL5441629,CCn1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n1,'=',1318.0,nM,5.88,0.974,1.058,1.029,1.687,100.0,,418.5,4.42,0,Replicase polyprotein 1ab
CHEMBL5441397,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)NCC2,'=',71.0,nM,7.15,0.998,1.401,0.067,0.075,100.0,,451.56,3.0,0,Replicase polyprotein 1ab
CHEMBL5441396,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',72.0,nM,7.14,0.998,1.434,0.068,0.076,100.0,,496.64,2.92,0,Replicase polyprotein 1ab
CHEMBL5441812,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnc(N4CCCC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',16591.0,nM,4.78,0.924,0.829,11.31,24.33,100.0,,470.58,5.2,1,Replicase polyprotein 1ab
CHEMBL5441425,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4cncn4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',123.0,nM,6.91,0.996,1.323,0.113,0.134,100.0,,486.6,4.8,0,Replicase polyprotein 1ab
CHEMBL5442161,CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)ncnc2[nH]1,'=',5363.0,nM,5.27,0.995,1.533,4.858,5.921,100.0,,394.44,2.46,0,Replicase polyprotein 1ab
CHEMBL5441478,CNc1nccc(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,360.48,3.05,0,Replicase polyprotein 1ab
CHEMBL5441645,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cnn(C)c1,'=',3933.0,nM,5.41,0.995,1.128,3.503,4.415,100.0,,270.34,2.5,0,Replicase polyprotein 1ab
CHEMBL5441424,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cn1,'=',6453.0,nM,5.19,0.986,1.202,5.405,7.705,100.0,,507.62,3.1,1,Replicase polyprotein 1ab
CHEMBL5442144,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3C(C)C)cc12)c1ccc2c(c1)OCCO2,'=',2938.0,nM,5.53,0.998,1.225,2.732,3.161,100.0,,432.53,4.98,0,Replicase polyprotein 1ab
CHEMBL5441766,Cc1c(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cnn1C,'=',639.0,nM,6.19,0.993,1.224,0.561,0.727,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5441490,CC(C)[C@@H](Nc1ncnc2n[nH]cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.827,0.979,,,100.0,Falls Outside The Dose Series,371.47,2.88,0,Replicase polyprotein 1ab
CHEMBL5441791,CC(=O)N1CCN(Cc2cccc(-c3cc4c(N[C@@H](c5ccc6c(c5)S(=O)(=O)CCC6)C(C)C)ncnc4[nH]3)c2)CC1,'=',258.0,nM,6.59,0.988,1.349,0.22,0.303,100.0,,586.76,4.82,1,Replicase polyprotein 1ab
CHEMBL5441813,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc4n3CCC4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',51.0,nM,7.29,0.971,1.546,0.042,0.062,100.0,,476.61,4.3,0,Replicase polyprotein 1ab
CHEMBL5441813,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc4n3CCC4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',65.0,nM,7.19,0.984,1.645,0.056,0.076,100.0,,476.61,4.3,0,Replicase polyprotein 1ab
CHEMBL5441519,CCNC(=O)c1cc2c(N[C@H](c3ccnc(N)c3)C(C)C)ncnc2[nH]1,'=',1791.0,nM,5.75,0.991,1.203,1.551,2.069,100.0,,353.43,2.49,0,Replicase polyprotein 1ab
CHEMBL5441778,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,'=',235.0,nM,6.63,0.998,1.229,0.22,0.251,100.0,,475.55,3.49,0,Replicase polyprotein 1ab
CHEMBL5441778,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,'=',395.0,nM,6.4,0.996,1.144,0.356,0.438,100.0,,475.55,3.49,0,Replicase polyprotein 1ab
CHEMBL5441432,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,'=',26454.0,nM,4.58,0.983,1.214,23.03,30.39,100.0,,475.55,3.49,0,Replicase polyprotein 1ab
CHEMBL5441522,CC(C)[C@@H](Nc1cc(N2CCOCC2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.276,0.504,,,100.0,Falls Outside The Dose Series,416.55,2.84,0,Replicase polyprotein 1ab
CHEMBL5441968,CC(C)[C@H](Nc1ncnc(N)c1F)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.927,1.012,,,100.0,Falls Outside The Dose Series,364.45,2.73,0,Replicase polyprotein 1ab
CHEMBL5441902,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)NS(=O)(=O)CO4)C(C)C)ncnc2[nH]1,'=',38.0,nM,7.42,0.992,2.101,0.035,0.041,100.0,,444.52,2.61,0,Replicase polyprotein 1ab
CHEMBL5441933,Cc1nc(N)c(Cl)c(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,394.93,3.55,0,Replicase polyprotein 1ab
CHEMBL5441588,CCNC(=O)c1cc2c(NC3(c4ccc5c(c4)S(=O)(=O)CCC5)CC3)ncnc2[nH]1,'=',24631.0,nM,4.61,0.967,0.872,19.67,30.84,100.0,,425.51,2.53,0,Replicase polyprotein 1ab
CHEMBL5441864,COc1ncnc(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)c1F,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,379.46,3.15,0,Replicase polyprotein 1ab
CHEMBL5441971,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(n3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',119.0,nM,6.92,0.995,1.392,0.108,0.132,100.0,,442.55,2.63,0,Replicase polyprotein 1ab
CHEMBL5441398,COc1ccc([C@H](Cc2nnn[nH]2)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',319.0,nM,6.5,0.996,1.117,0.288,0.352,100.0,,364.37,1.19,0,Replicase polyprotein 1ab
CHEMBL5441739,CC(C)[C@@H](Nc1ncnc2[nH]c(Br)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',336.0,nM,6.47,0.985,1.165,0.278,0.405,100.0,,449.37,4.25,0,Replicase polyprotein 1ab
CHEMBL5441403,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,'=',971.0,nM,6.01,0.966,1.809,0.747,1.262,100.0,,479.61,4.47,0,Replicase polyprotein 1ab
CHEMBL5441993,Cn1ncc(-c2cc3c(N[C@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',10833.0,nM,4.96,0.98,1.215,8.902,13.18,100.0,,444.5,3.6,0,Replicase polyprotein 1ab
CHEMBL5441390,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',53.0,nM,7.28,0.995,1.588,0.048,0.057,100.0,,441.56,3.24,0,Replicase polyprotein 1ab
CHEMBL5442103,CNc1nc(C(=O)N[C@@H](Cc2nn[nH]n2)c2ccc(OC)cc2)c2ccnc-2[nH]1,'=',45705.0,nM,4.34,0.936,0.956,34.8,60.02,100.0,,393.41,1.19,0,Replicase polyprotein 1ab
CHEMBL5442103,CNc1nc(C(=O)N[C@@H](Cc2nn[nH]n2)c2ccc(OC)cc2)c2ccnc-2[nH]1,'=',44654.0,nM,4.35,0.94,0.89,33.87,58.87,100.0,,393.41,1.19,0,Replicase polyprotein 1ab
CHEMBL5441777,CNC(=O)c1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,'=',17369.0,nM,4.76,0.979,1.272,14.69,20.55,100.0,,367.37,1.26,0,Replicase polyprotein 1ab
CHEMBL5441529,CC(C)[C@@H](Nc1cc(-c2c[nH]cn2)ncn1)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,351.41,3.45,0,Replicase polyprotein 1ab
CHEMBL5442029,CCn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c(C)n1,'=',423.0,nM,6.37,0.992,1.251,0.368,0.485,100.0,,432.53,4.73,0,Replicase polyprotein 1ab
CHEMBL5441418,CC(C)[C@@H](Nc1ncnc2[nH]cc(C(=O)NC3CC3)c12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',145.0,nM,6.84,0.998,1.248,0.137,0.153,100.0,,453.57,3.38,0,Replicase polyprotein 1ab
CHEMBL5441851,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cn[nH]c3)cc12)c1ccc2c(c1)OCCO2,'=',713.0,nM,6.15,0.99,1.074,0.608,0.837,100.0,,390.45,3.93,0,Replicase polyprotein 1ab
CHEMBL5441653,Cc1nnn(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',10123.0,nM,5.0,0.967,0.999,7.853,13.05,100.0,,419.49,3.64,0,Replicase polyprotein 1ab
CHEMBL5442006,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(CC#N)cc3)cc12)c1ccc2c(c1)OCCO2,'=',28876.0,nM,4.54,0.96,0.603,21.75,38.34,100.0,,439.52,5.27,1,Replicase polyprotein 1ab
CHEMBL5441924,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,'=',1403.0,nM,5.85,0.991,1.148,1.208,1.629,100.0,,405.46,4.5,0,Replicase polyprotein 1ab
CHEMBL5441887,Cn1c(C(=O)O)c(NC(=O)c2ccc(NC(=O)NC3CC3)cc2)c2ccccc21,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,392.42,3.41,0,Replicase polyprotein 1ab
CHEMBL5441659,COC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,403.24,2.75,0,Replicase polyprotein 1ab
CHEMBL5441742,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(F)cc1,'=',2949.0,nM,5.53,0.994,1.345,2.623,3.315,100.0,,328.3,2.04,0,Replicase polyprotein 1ab
CHEMBL5441821,O=C(O)C[C@@H](NC(=O)c1nccc2[nH]ncc12)c1ccc(Br)cc1,'=',24672.0,nM,4.61,0.981,1.261,21.31,28.57,100.0,,389.21,2.67,0,Replicase polyprotein 1ab
CHEMBL5441873,O=C(O)C[C@@H](NC(=O)c1cccc2[nH]ncc12)c1ccc(Br)cc1,'>',99500.0,nM,,0.972,0.893,,,100.0,Falls Outside The Dose Series,388.22,3.27,0,Replicase polyprotein 1ab
CHEMBL5441899,O=C(O)C[C@@H](NC(=O)c1c[nH]c2ncccc12)c1ccc(Br)cc1,'=',29017.0,nM,4.54,0.986,1.241,25.76,32.68,100.0,,388.22,3.27,0,Replicase polyprotein 1ab
CHEMBL5441862,Cc1[nH]c2ncnc(NC(=O)c3ccc(-n4cnnc4)cc3)c2c1C,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,333.36,2.41,0,Replicase polyprotein 1ab
CHEMBL5441646,O=C(O)C[C@@H](CNC(=O)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,'=',65277.0,nM,4.18,0.98,1.159,57.83,73.68,100.0,,358.79,2.6,0,Replicase polyprotein 1ab
CHEMBL5442089,O=C(N[C@@H](C(=O)O)c1ccc(Br)cc1)c1ncnc2[nH]ccc12,'=',52149.0,nM,4.28,0.988,1.19,47.45,57.32,100.0,,375.18,2.28,0,Replicase polyprotein 1ab
CHEMBL5442042,COc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',1789.0,nM,5.75,0.99,1.18,1.536,2.084,100.0,,434.5,3.95,0,Replicase polyprotein 1ab
CHEMBL5442039,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4[nH]ncc4c3)cc12)c1ccc2c(c1)OCCO2,'=',20454.0,nM,4.69,0.932,0.751,14.39,29.07,100.0,,440.51,5.08,1,Replicase polyprotein 1ab
CHEMBL5442027,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4nccn4c3)cc12)c1ccc2c(c1)OCCO2,'=',1382.0,nM,5.86,0.961,0.933,1.013,1.887,100.0,,440.51,4.85,0,Replicase polyprotein 1ab
CHEMBL5441573,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)co1,'=',281.0,nM,6.55,0.995,1.212,0.253,0.312,100.0,,433.51,4.52,0,Replicase polyprotein 1ab
CHEMBL5441669,Cc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)nn1C,'=',1625.0,nM,5.79,0.991,0.975,1.404,1.88,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5441468,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccoc3C#N)cc12)c1ccc2c(c1)OCCO2,'=',2709.0,nM,5.57,0.935,0.974,1.827,4.016,100.0,,415.45,4.67,0,Replicase polyprotein 1ab
CHEMBL5441854,COC(=O)c1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c[nH]1,'=',4995.0,nM,5.3,0.984,1.054,4.156,6.004,100.0,,447.5,4.32,0,Replicase polyprotein 1ab
CHEMBL5442120,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC4(C#N)CC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',446.0,nM,6.35,0.996,1.243,0.407,0.489,100.0,,469.55,4.71,0,Replicase polyprotein 1ab
CHEMBL5441874,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n1C,'=',674.0,nM,6.17,0.991,1.141,0.582,0.779,100.0,,418.5,4.25,0,Replicase polyprotein 1ab
CHEMBL5441958,Cc1cn[nH]c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',6782.0,nM,5.17,0.989,1.215,5.815,7.909,100.0,,404.47,4.24,0,Replicase polyprotein 1ab
CHEMBL5441938,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CCC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',1404.0,nM,5.85,0.991,1.082,1.207,1.633,100.0,,444.54,5.13,1,Replicase polyprotein 1ab
CHEMBL5441620,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)OCCO2,'=',538.0,nM,6.27,0.994,1.26,0.48,0.604,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441988,CNC(=O)c1cccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1,'=',475.0,nM,6.32,0.959,1.268,0.352,0.639,100.0,,457.53,4.56,0,Replicase polyprotein 1ab
CHEMBL5441988,CNC(=O)c1cccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1,'=',383.0,nM,6.42,0.964,0.916,0.283,0.516,100.0,,457.53,4.56,0,Replicase polyprotein 1ab
CHEMBL5441725,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(CN4CCS(=O)(=O)CC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',3252.0,nM,5.49,0.89,1.075,2.013,5.253,100.0,,547.68,4.44,1,Replicase polyprotein 1ab
